time;daily_precp;cumsum_daily_precp
2018-04-16;0.0;0.0
2018-04-17;0.0;0.0
2018-04-18;0.0;0.0
2018-04-19;0.0;0.0
2018-04-20;0.0;0.0
2018-04-21;0.0;0.0
2018-04-22;3.0333333333333337;3.0333333333333337
2018-04-23;0.7999999999999999;3.8333333333333335
2018-04-24;0.0;3.8333333333333335
2018-04-25;1.0000000000000002;4.833333333333334
2018-04-26;3.0333333333333337;7.866666666666667
2018-04-27;0.0;7.866666666666667
2018-04-28;0.0;7.866666666666667
2018-04-29;1.0666666666666667;8.933333333333334
2018-04-30;1.6666666666666667;10.6
2018-05-01;1.2666666666666668;11.866666666666667
2018-05-02;0.0;11.866666666666667
2018-05-03;0.0;11.866666666666667
2018-05-04;0.0;11.866666666666667
2018-05-05;0.0;11.866666666666667
2018-05-06;0.0;11.866666666666667
2018-05-07;0.0;11.866666666666667
2018-05-08;0.0;11.866666666666667
2018-05-09;0.0;11.866666666666667
2018-05-10;7.733333333333334;19.6
2018-05-11;0.0;19.6
2018-05-12;0.0;19.6
2018-05-13;18.966666666666665;38.56666666666666
2018-05-14;0.0;38.56666666666666
2018-05-15;0.03333333333333333;38.599999999999994
2018-05-16;7.533333333333332;46.133333333333326
2018-05-17;0.0;46.133333333333326
2018-05-18;0.0;46.133333333333326
2018-05-19;0.0;46.133333333333326
2018-05-20;0.0;46.133333333333326
2018-05-21;0.0;46.133333333333326
2018-05-22;1.6333333333333335;47.76666666666666
2018-05-23;0.6999999999999998;48.46666666666666
2018-05-24;1.8;50.26666666666666
2018-05-25;6.3;56.566666666666656
2018-05-26;0.0;56.566666666666656
2018-05-27;3.6999999999999997;60.26666666666666
2018-05-28;0.19999999999999998;60.46666666666666
2018-05-29;6.566666666666666;67.03333333333333
2018-05-30;0.0;67.03333333333333
2018-05-31;6.933333333333334;73.96666666666667
2018-06-01;20.333333333333332;94.3
2018-06-02;0.6333333333333334;94.93333333333334
2018-06-03;0.0;94.93333333333334
2018-06-04;0.0;94.93333333333334
2018-06-05;0.0;94.93333333333334
2018-06-06;0.0;94.93333333333334
2018-06-07;3.1333333333333333;98.06666666666668
2018-06-08;2.866666666666667;100.93333333333334
2018-06-09;47.43333333333334;148.36666666666667
2018-06-10;5.166666666666667;153.53333333333333
2018-06-11;0.19999999999999998;153.73333333333332
2018-06-12;0.5666666666666668;154.29999999999998
2018-06-13;0.0;154.29999999999998
2018-06-14;2.6;156.89999999999998
2018-06-15;0.3333333333333333;157.23333333333332
2018-06-16;0.3333333333333333;157.56666666666666
2018-06-17;0.0;157.56666666666666
2018-06-18;0.0;157.56666666666666
2018-06-19;0.03333333333333333;157.6
2018-06-20;0.0;157.6
2018-06-21;0.20000000000000004;157.79999999999998
2018-06-22;1.2333333333333334;159.0333333333333
2018-06-23;0.0;159.0333333333333
2018-06-24;0.26666666666666666;159.29999999999998
2018-06-25;0.4666666666666666;159.76666666666665
2018-06-26;0.0;159.76666666666665
2018-06-27;0.0;159.76666666666665
2018-06-28;0.0;159.76666666666665
2018-06-29;0.0;159.76666666666665
2018-06-30;0.0;159.76666666666665
2018-07-01;0.0;159.76666666666665
2018-07-02;0.0;159.76666666666665
2018-07-03;0.0;159.76666666666665
2018-07-04;0.03333333333333333;159.79999999999998
2018-07-05;23.3;183.1
2018-07-06;0.0;183.1
2018-07-07;0.0;183.1
2018-07-08;0.0;183.1
2018-07-09;0.03333333333333333;183.13333333333333
2018-07-10;12.733333333333334;195.86666666666667
2018-07-11;10.200000000000001;206.06666666666666
2018-07-12;1.9333333333333333;208.0
2018-07-13;0.0;208.0
2018-07-14;0.0;208.0
2018-07-15;0.0;208.0
2018-07-16;0.0;208.0
2018-07-17;0.4666666666666666;208.46666666666667
2018-07-18;0.0;208.46666666666667
2018-07-19;0.0;208.46666666666667
2018-07-20;0.0;208.46666666666667
2018-07-21;1.4333333333333333;209.9
2018-07-22;0.0;209.9
2018-07-23;0.0;209.9
2018-07-24;0.0;209.9
2018-07-25;0.06666666666666667;209.96666666666667
2018-07-26;0.0;209.96666666666667
2018-07-27;0.0;209.96666666666667
2018-07-28;1.5666666666666664;211.53333333333333
2018-07-29;0.0;211.53333333333333
2018-07-30;0.0;211.53333333333333
2018-07-31;0.0;211.53333333333333
2018-08-01;0.3333333333333333;211.86666666666667
2018-08-02;0.0;211.86666666666667
2018-08-03;0.0;211.86666666666667
2018-08-04;0.0;211.86666666666667
2018-08-05;0.0;211.86666666666667
2018-08-06;0.0;211.86666666666667
2018-08-07;0.0;211.86666666666667
2018-08-08;0.8666666666666666;212.73333333333335
2018-08-09;12.666666666666666;225.4
2018-08-10;0.4333333333333333;225.83333333333334
2018-08-11;0.3666666666666667;226.20000000000002
2018-08-12;0.0;226.20000000000002
2018-08-13;12.066666666666668;238.26666666666668
2018-08-14;0.7000000000000001;238.96666666666667
2018-08-15;0.0;238.96666666666667
2018-08-16;0.0;238.96666666666667
